task,queue,env_name,exp_name,sensor_bundle,seed,rollout_idx,step,time_s,force_target,finger_force_sum,effective_force,f_thumb,f_index,success_per_step,reward,env_code_commit
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,22,1.1,4.276002,4.626707,4.626707,1.976885,2.649822,0,0.281605,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,23,1.15,4.276002,4.603124,4.603124,1.955226,2.647898,0,0.282087,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,24,1.2,4.276002,4.582034,4.582034,1.935338,2.646695,0,0.282489,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,25,1.25,4.276002,3.973473,3.973473,1.327825,2.645648,1,0.782543,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,26,1.3,4.276002,4.565658,4.565658,1.919742,2.645916,1,0.782768,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,27,1.35,4.276002,4.525838,4.525838,1.880273,2.645565,1,0.783428,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,28,1.4,4.276002,4.462331,4.462331,2.073761,2.38857,1,0.784284,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,29,1.45,4.276002,4.418601,4.418601,1.771694,2.646907,1,0.784723,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,30,1.5,4.276002,4.408371,4.408371,1.762448,2.645923,1,0.784801,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,31,1.55,4.276002,4.39951,4.39951,1.752393,2.647117,1,0.784864,3682863
